,name,Marka,GENEL BİLGİLER - Ürün Amacı,GPU Modeli,CPU Modeli,RAM Boyutu,Dokunmatik Ekran,Ekran Boyutu,Çözünürlük X,Çözünürlük Y,Yenileme Hz,price,G3D_L1,G3D_L2,G3D_L3,G3D_L4,GPU_PassMark_G3D,CPU_PassMark
246,Monster Tulpar T6 V3.3.5,Monster,Oyun,NVIDIA GeForce RTX 5060 115W,Intel Core i7-13700HX,32.0,False,16.0,1920,1200,165.0,69399.0,,,18049.0,,18049.0,32551.0
247,Lenovo Thinkpad E16 G2 21MA002UTX 031,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,64.0,False,16.0,1920,1200,60.0,57502.24,,5506.0,,,5506.0,24826.0
248,Lenovo Thinkpad E16 G2 21MA002UTX 028,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,64.0,False,16.0,1920,1200,60.0,52814.56,,5506.0,,,5506.0,24826.0
249,Lenovo Thinkpad E16 G2 21MA002UTXP24,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,64.0,False,16.0,1920,1200,60.0,76992.0,,5506.0,,,5506.0,24826.0
250,Casper Excalibur G880.1362-EX60X-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core i7-13620H,64.0,False,15.6,1920,1080,165.0,70324.03,,20706.0,,,20706.0,24148.0
251,HP Victus Gaming 16-s1026nt (9Z796EA12),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,48.0,False,16.1,1920,1080,144.0,82543.26,,,14411.0,,14411.0,28471.0
252,Lenovo Legion 7 (16 İnç) 82N600TXTX,Lenovo,Oyun,NVIDIA GeForce RTX 3080 165W,AMD Ryzen 9 5900HX,32.0,False,16.0,2560,1600,165.0,168999.0,,,17776.5,,17776.5,22297.0
253,HP Victus Gaming 16-s1022nt (9Z794EA Zi733),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,64.0,False,16.1,1920,1080,144.0,61253.76,,,14411.0,,14411.0,28471.0
254,Lenovo LOQ 15IAX9 83GS007WTR20,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,Intel Core i5-12450HX,16.0,False,15.6,1920,1080,144.0,45499.99,,,14411.0,,14411.0,18228.0
255,HP Victus Gaming 16-s1026nt (9Z796EAW16),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,64.0,False,16.1,1920,1080,144.0,74942.0,,,14411.0,,14411.0,28471.0
256,HP Victus Gaming 16-s1026nt (9Z796EAW06),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,24.0,False,16.1,1920,1080,144.0,78796.16,,,14411.0,,14411.0,28471.0
257,HP Victus Gaming 16-s1026nt (9Z796EAH15),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,64.0,False,16.1,1920,1080,144.0,73764.34,,,14411.0,,14411.0,28471.0
258,HP Victus Gaming 16-s1026nt (9Z796EAH05),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,24.0,False,16.1,1920,1080,144.0,77511.44,,,14411.0,,14411.0,28471.0
259,MSI Katana 17 B13VGK-898TR,MSI,Oyun,NVIDIA GeForce RTX 4070 105W,Intel Core i9-13900H,32.0,False,17.3,1920,1080,144.0,213595.0,,,19576.0,,19576.0,27602.0
260,Casper Excalibur G870.1362-DN70X-C,Casper,Oyun,NVIDIA GeForce RTX 5070,Intel Core i7-13620H,32.0,False,15.6,1920,1080,60.0,94050.23,,29031.0,,,29031.0,24148.0
261,MSI Stealth 14 AI Studio A1VFG-063TR,MSI,Oyun,NVIDIA GeForce RTX 4060 90W,Intel Core Ultra 7 155H,32.0,False,14.0,2880,1800,120.0,202799.0,,,17452.0,,17452.0,24826.0
262,HP ZBook Studio G11 (8S9R2EA),HP,İş/Mobil,NVIDIA GeForce RTX 4070,Intel Core Ultra 7 155H,32.0,False,16.0,1920,1200,60.0,145293.3,,26926.0,,,26926.0,24826.0
263,HP ZBook Fury 16 G11 (5F9K1ES),HP,İş/Mobil,NVIDIA RTX 3500 Ada Generation,Intel Core i7-14700HX,32.0,False,16.0,1920,1200,60.0,133400.64,,,19708.0,,19708.0,37171.0
264,Lenovo Thinkpad E16 G2 21MA003MTXP34,Lenovo,İş/Mobil,Intel Graphics,Intel Core Ultra 5 125U,96.0,False,16.0,1920,1200,60.0,63830.4,,2161.5,,,2161.5,17366.0
265,MSI Sword 17 HX B14VEKG-053XTR,MSI,Oyun,NVIDIA GeForce RTX 4050,Intel Core i7-14700HX,32.0,False,17.0,1920,1200,165.0,59999.0,,,14411.0,,14411.0,37171.0
266,Casper Excalibur G870.1362-DN60X-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core i7-13620H,32.0,False,15.6,1920,1080,60.0,64310.03,,20706.0,,,20706.0,24148.0
267,Lenovo ThinkPad P16S G3 21KTS39RTX 021,Lenovo,İş/Mobil,NVIDIA RTX A500,Intel Core Ultra 7 155H,96.0,False,16.0,1920,1200,60.0,98870.4,,,,,,24826.0
268,Lenovo ThinkPad P16S G3 21KTS39RTX 026,Lenovo,İş/Mobil,NVIDIA RTX A500,Intel Core Ultra 7 155H,96.0,False,16.0,1920,1200,60.0,102326.4,,,,,,24826.0
269,Lenovo ThinkPad P16 G2 21FA000ETX,Lenovo,İş/Mobil,NVIDIA RTX A1000,Intel Core i7-13700HX,16.0,False,16.0,2560,1600,165.0,97139.0,,10786.0,,,10786.0,32551.0
270,HP Victus Gaming 16-r1070nt (9J271EA),HP,Oyun,NVIDIA GeForce RTX 4050,Intel Core i7-14700HX,16.0,False,16.1,1920,1080,144.0,45999.0,,,14411.0,,14411.0,37171.0
271,HP Victus Gaming 16-s0018nt (7Z4M8EA)(48GB/4TBSSD/W11P),HP,Oyun,NVIDIA GeForce RTX 4060,AMD Ryzen 5 7640HS,48.0,False,16.1,1920,1080,144.0,63530.06,,19544.0,,,19544.0,22926.0
272,HP Victus Gaming 16-s0018nt (7Z4M8EA)(48GB/4TBSSD/W11H),HP,Oyun,NVIDIA GeForce RTX 4060,AMD Ryzen 5 7640HS,48.0,False,16.1,1920,1080,144.0,61265.72,,19544.0,,,19544.0,22926.0
273,Game Garaj Slayer5 Slayer5 7XL-5070,Game,Oyun,NVIDIA GeForce RTX 5070 115W,Intel Core Ultra 7 255HX,32.0,False,17.0,2560,1600,240.0,77999.0,,,21966.5,,21966.5,49467.0
274,Lenovo ThinkPad P16S G3 21KTS39RTX 029,Lenovo,İş/Mobil,NVIDIA RTX A500,Intel Core Ultra 7 155H,48.0,False,16.0,1920,1200,60.0,100406.4,,,,,,24826.0
275,Lenovo LOQ 15IAX9 83GS007WTR11,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,Intel Core i5-12450HX,64.0,False,15.6,1920,1080,144.0,45548.72,,,14411.0,,14411.0,18228.0
276,Lenovo Yoga Pro 7 82Y7004LTX,Lenovo,İş/Mobil,NVIDIA GeForce RTX 4050,Intel Core i7-13700H,16.0,True,14.5,3072,1920,120.0,57113.0,,,14411.0,,14411.0,26358.0
277,Casper Excalibur G880.1362-EX70X-C,Casper,Oyun,NVIDIA GeForce RTX 5070,Intel Core i7-13620H,64.0,False,15.6,1920,1080,60.0,95912.63,,29031.0,,,29031.0,24148.0
278,HP Victus Gaming 16-s1022nt (9Z794EA Zi731),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,48.0,False,16.1,1920,1080,144.0,62378.88,,,14411.0,,14411.0,28471.0
279,HP Victus Gaming 16-s1026nt (9Z796EAW13),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,48.0,False,16.1,1920,1080,144.0,76226.72,,,14411.0,,14411.0,28471.0
280,HP Victus Gaming 16-s1026nt (9Z796EAH12),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,48.0,False,16.1,1920,1080,144.0,74942.0,,,14411.0,,14411.0,28471.0
281,Dell G16 7630 G76302401024U04,Dell,Oyun,NVIDIA GeForce RTX 4070,Intel Core i9-13900HX,32.0,False,16.0,2560,1600,60.0,96627.0,,26926.0,,,26926.0,42986.0
282,Asus ZenBook Pro Duo 15 OLED UX582ZM-H2036W,Asus,Genel Kullanım,NVIDIA GeForce RTX 3060,Intel Core i7-12700H,32.0,False,15.6,3840,2160,60.0,161356.54,,16976.0,,,16976.0,25565.0
283,Lenovo ThinkPad E14 G6 21M70031TX 018,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,64.0,False,14.0,1920,1200,60.0,67999.0,,5506.0,,,5506.0,24826.0
284,Lenovo LOQ 15ARP9 83JC006ATRA21,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,AMD Ryzen 7 7435HS,32.0,False,15.6,1920,1080,144.0,45999.0,,,14411.0,,14411.0,23336.0
285,MSI Sword 16 HX B14VGKG-473XTR,MSI,Oyun,NVIDIA GeForce RTX 4070 115W,Intel Core i7-14650HX,32.0,False,16.0,1920,1200,144.0,184799.0,,,19576.0,,19576.0,34843.0
286,Casper Excalibur G870.1362-DX70R-C,Casper,Oyun,NVIDIA GeForce RTX 5070,Intel Core i7-13620H,32.0,False,15.6,1920,1080,60.0,94166.63,,29031.0,,,29031.0,24148.0
287,Monster Tulpar T6 V3.1.1,Monster,Oyun,NVIDIA GeForce RTX 4060 105W,Intel Core i7-13700HX,16.0,False,16.0,1920,1200,165.0,59950.04,,,17452.0,,17452.0,32551.0
288,Lenovo LOQ 15IAX9 83GS007WTR14,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,Intel Core i5-12450HX,96.0,False,15.6,1920,1080,144.0,47439.05,,,14411.0,,14411.0,18228.0
289,MSI Cyborg 15 A13VF-892XTRA28,MSI,Oyun,NVIDIA GeForce RTX 4060 45W,Intel Core i7-13620H,64.0,False,15.6,1920,1080,144.0,75046.0,,,17452.0,,17452.0,24148.0
290,MSI Cyborg 15 A13VF-892XTRK21,MSI,Oyun,NVIDIA GeForce RTX 4060 45W,Intel Core i7-13620H,64.0,False,15.6,1920,1080,144.0,68047.84,,,17452.0,,17452.0,24148.0
291,Casper Excalibur G870.1362-DX60R-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core i7-13620H,32.0,False,15.6,1920,1080,60.0,67399.0,,20706.0,,,20706.0,24148.0
292,HP Victus Gaming 16-r1049nt (9J251EA),HP,Oyun,NVIDIA GeForce RTX 4060,Intel Core i5-14500HX,32.0,False,16.1,1920,1080,144.0,53328.42,,19544.0,,,19544.0,29131.0
293,HP Victus Gaming 16-s0068nt (9Y8X9EA),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 7840HS,32.0,False,16.1,1920,1080,165.0,43959.0,,,14411.0,,14411.0,28608.0
294,HP ZBook Firefly 16 İnç G11 (86A93EA),HP,İş/Mobil,NVIDIA RTX A500,Intel Core Ultra 7 165H,32.0,False,16.0,1920,1200,60.0,97147.16,,,,,,26029.0
295,HP ZBook Firefly 16 İnç G11 (5G422ES),HP,İş/Mobil,NVIDIA RTX A500,Intel Core Ultra 7 165H,32.0,False,16.0,1920,1200,60.0,91102.84,,,,,,26029.0
296,Lenovo ThinkBook 14 G4 IML 21MX002VTRP22,Lenovo,İş/Mobil,Intel Graphics,Intel Core Ultra 7 155U,64.0,False,14.0,1920,1200,60.0,56698.95,,2161.5,,,2161.5,16331.0
297,"Apple MacBook Pro 14.2"" M4 Pro (14CPU/20GPU)",Apple,İş/Mobil,Apple M4 Pro (20 Çekirdek GPU),Apple M4 Pro (14CPU/20GPU),24.0,False,14.2,3024,1964,120.0,107999.0,,,,,,32932.0
298,"Apple MacBook Pro 14.2"" M4 Pro (14CPU/20GPU)",Apple,İş/Mobil,Apple M4 Pro (20 Çekirdek GPU),Apple M4 Pro (14CPU/20GPU),24.0,False,14.2,3024,1964,120.0,104099.0,,,,,,32932.0
299,Lenovo LOQ 15IRX9 83LK002VTR005,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,Intel Core i7-13650HX,32.0,False,15.6,1920,1080,144.0,46649.0,,,14411.0,,14411.0,30673.0
300,HP Victus Gaming 16-s1026nt (9Z796EAW15),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,64.0,False,16.1,1920,1080,144.0,71837.26,,,14411.0,,14411.0,28471.0
301,HP Victus Gaming 16-s1026nt (9Z796EAH14),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,64.0,False,16.1,1920,1080,144.0,70552.54,,,14411.0,,14411.0,28471.0
302,HP OMEN Gaming 17-db0019nt (A44QQEA),HP,Oyun,NVIDIA GeForce RTX 4070,AMD Ryzen 7 8845HS,32.0,False,17.3,1920,1080,144.0,64499.0,,26926.0,,,26926.0,28471.0
303,Lenovo ThinkBook 14 G4 IML 21MX002VTRA6,Lenovo,İş/Mobil,Intel Graphics,Intel Core Ultra 7 155U,64.0,False,14.0,1920,1200,60.0,56698.95,,2161.5,,,2161.5,16331.0
304,HP Victus Gaming 16-s1002nt (A05N6EA),HP,Oyun,NVIDIA GeForce RTX 4070,AMD Ryzen 7 8845HS,32.0,False,16.1,1920,1080,144.0,63998.94,,26926.0,,,26926.0,28471.0
305,Casper Excalibur G880.1362-DX60R-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core i7-13620H,32.0,False,15.6,1920,1080,165.0,72458.03,,20706.0,,,20706.0,24148.0
306,MSI Katana 17 HX B14WFK-215XTR,MSI,Oyun,NVIDIA GeForce RTX 5060 115W,Intel Core i7-14650HX,16.0,False,17.3,2560,1440,240.0,67399.0,,,18049.0,,18049.0,34843.0
307,HP Victus Gaming 16-r1046nt (9J248EA),HP,Oyun,NVIDIA GeForce RTX 4060,Intel Core i5-14500HX,16.0,False,16.1,1920,1080,144.0,46620.0,,19544.0,,,19544.0,29131.0
308,Casper Excalibur G870.1362-EX70X-C,Casper,Oyun,NVIDIA GeForce RTX 5070,Intel Core i7-13620H,64.0,False,15.6,1920,1080,60.0,91722.23,,29031.0,,,29031.0,24148.0
309,Asus TUF Gaming F16 FX608JMR-RV024,ASUS,Oyun,NVIDIA GeForce RTX 5060 115W,Intel Core i7-14650HX,16.0,False,16.0,1920,1200,165.0,65999.0,,,18049.0,,18049.0,34843.0
310,"Apple MacBook Pro 16.2"" M4 Max (16CPU/40GPU)",Apple,İş/Mobil,Apple M4 Max (40 Çekirdek GPU),Apple M4 Max (16CPU/40GPU),48.0,False,16.2,3456,2234,120.0,178600.0,,,,,,32932.0
311,"Apple MacBook Pro 16.2"" M4 Max (16CPU/40GPU)",Apple,İş/Mobil,Apple M4 Max (40 Çekirdek GPU),Apple M4 Max (16CPU/40GPU),48.0,False,16.2,3456,2234,120.0,168999.0,,,,,,32932.0
312,Casper Excalibur G880.1362-DN70X-C,Casper,Oyun,NVIDIA GeForce RTX 5070,Intel Core i7-13620H,32.0,False,15.6,1920,1080,60.0,98357.03,,29031.0,,,29031.0,24148.0
313,HP Victus Gaming 16-s1022nt (9Z794EA Zi726),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,16.0,False,16.1,1920,1080,144.0,63505.92,,,14411.0,,14411.0,28471.0
314,Asus ROG Strix G16 G614JVR-N3095,Asus,Oyun,NVIDIA GeForce RTX 4060 140W,Intel Core i9-14900HX,16.0,False,16.0,1920,1200,165.0,76599.0,,,17452.0,,17452.0,45196.0
315,HP Victus Gaming 16-s0046nt (892P4EA),HP,Oyun,NVIDIA GeForce RTX 4060,AMD Ryzen 7 7840HS,32.0,False,16.1,1920,1080,60.0,46999.0,,19544.0,,,19544.0,28608.0
316,Casper Excalibur G870.1362-EX60X-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core i7-13620H,64.0,False,15.6,1920,1080,60.0,61274.05,,20706.0,,,20706.0,24148.0
317,HP Victus Gaming 16-r1041nt (9J243EA),HP,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-14700HX,16.0,False,16.1,1920,1080,144.0,48917.41,,19544.0,,,19544.0,37171.0
318,HP Victus Gaming 16-r1001nt (9J205EA),HP,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-14700HX,16.0,False,16.1,1920,1080,144.0,60562.94,,19544.0,,,19544.0,37171.0
319,Lenovo LOQ 15IRX9 83DV00G3TR,Lenovo,Oyun,NVIDIA GeForce RTX 4060 115W,Intel Core i7-13650HX,16.0,False,15.6,1920,1080,144.0,56293.59,,,17452.0,,17452.0,30673.0
320,MSI Katana 17 B13VGK-873TR,MSI,Oyun,NVIDIA GeForce RTX 4070 105W,Intel Core i7-13700H,32.0,False,17.3,1920,1080,144.0,97008.0,,,19576.0,,19576.0,26358.0
321,Lenovo LOQ 15IRX9 83DV00AFTR BT19,Lenovo,Oyun,NVIDIA GeForce RTX 3050 95W,Intel Core i7-13650HX,64.0,False,15.6,1920,1080,144.0,65424.37,,,10171.0,,10171.0,30673.0
322,Asus ROG Strix G16 G614JVR-N3098,Asus,Oyun,NVIDIA GeForce RTX 4060 140W,Intel Core i9-14900HX,16.0,False,16.0,1920,1200,165.0,72911.02,,,17452.0,,17452.0,45196.0
323,HP Victus Gaming 16-r1058nt (9J259EA),HP,Oyun,NVIDIA GeForce RTX 4050,Intel Core i5-14500HX,16.0,False,16.1,1920,1080,144.0,46846.29,,,14411.0,,14411.0,29131.0
324,MSI Cyborg 15 A13VE-1478XTRP378,MSI,Oyun,NVIDIA GeForce RTX 4050 45W,Intel Core i5-13420H,96.0,False,15.6,1920,1080,144.0,51865.3,,,14411.0,,14411.0,17402.0
325,HP Victus Gaming 16-s1026nt (9Z796EA15),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,64.0,False,16.1,1920,1080,144.0,75584.36,,,14411.0,,14411.0,28471.0
326,Lenovo ThinkPad P16S G3 21KTS39RTX 028,Lenovo,İş/Mobil,NVIDIA RTX A500,Intel Core Ultra 7 155H,40.0,False,16.0,1920,1200,60.0,98486.4,,,,,,24826.0
327,Casper Excalibur G911.1290-DF80X-C,Casper,Oyun,NVIDIA GeForce RTX 3080 Ti,Intel Core i9-12900HK,32.0,False,16.0,2560,1440,165.0,130201.13,,26886.0,,,26886.0,25649.0
328,Dell Precision 7770 XCTOP7770EMEA_VP-3,Dell,İş/Mobil,NVIDIA GeForce RTX 3080 Ti,Intel Core i9-12950HX,32.0,False,17.3,3840,2160,120.0,177499.0,,26886.0,,,26886.0,31576.0
329,MSI Cyborg 15 A13VF-892XTRA79,MSI,Oyun,NVIDIA GeForce RTX 4060 45W,Intel Core i7-13620H,48.0,False,15.6,1920,1080,144.0,50879.04,,,17452.0,,17452.0,24148.0
330,Lenovo LOQ 15IRX9 883DV00AFTR36,Lenovo,Oyun,NVIDIA GeForce RTX 3050 95W,Intel Core i7-13650HX,16.0,False,15.6,1920,1080,144.0,70928.32,,,10171.0,,10171.0,30673.0
331,Lenovo LOQ 15IRX9 83DV00G5TRH04,Lenovo,Oyun,NVIDIA GeForce RTX 3050 95W,Intel Core i7-13650HX,16.0,False,15.6,1920,1080,144.0,69682.14,,,10171.0,,10171.0,30673.0
332,Lenovo Thinkpad E16 G2 21MA002UTX 012,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,96.0,False,16.0,1920,1200,60.0,76416.0,,5506.0,,,5506.0,24826.0
333,Lenovo LOQ 15IRX9 83DV00HNTR V3,Lenovo,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-13650HX,32.0,False,15.6,1920,1080,144.0,51999.39,,19544.0,,,19544.0,30673.0
334,HP Victus Gaming 16-r1025nt (9J227EA),HP,Oyun,NVIDIA GeForce RTX 4070,Intel Core i7-14700HX,16.0,False,16.1,1920,1080,144.0,60959.04,,26926.0,,,26926.0,37171.0
335,Monster Tulpar T6 V3.1.3,Monster,Oyun,NVIDIA GeForce RTX 4060 105W,Intel Core i7-13700HX,16.0,False,16.0,1920,1200,165.0,57794.95,,,17452.0,,17452.0,32551.0
336,Lenovo LOQ 15IAX9 83GS007WTR13,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,Intel Core i5-12450HX,96.0,False,15.6,1920,1080,144.0,44895.01,,,14411.0,,14411.0,18228.0
337,HP Victus Gaming 16-s1003nt (A05N7EA),HP,Oyun,NVIDIA GeForce RTX 4070,AMD Ryzen 7 8845HS,32.0,False,16.1,1920,1080,144.0,52919.02,,26926.0,,,26926.0,28471.0
338,HP ZBook Power 16 G11 (8T0U3EA),HP,İş/Mobil,NVIDIA RTX 2000 Ada Generation,Intel Core Ultra 7 155H,32.0,False,16.0,1920,1200,60.0,96920.64,,17164.0,,,17164.0,24826.0
339,Monster Tulpar T6 V3.1.2,Monster,Oyun,NVIDIA GeForce RTX 4060 105W,Intel Core i7-13700HX,32.0,False,16.0,1920,1200,165.0,59460.25,,,17452.0,,17452.0,32551.0
340,HP Victus Gaming 16-s0051nt (892P9EA),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 7840HS,32.0,False,16.1,1920,1080,144.0,48300.96,,,14411.0,,14411.0,28608.0
341,Monster Tulpar T7 V26.2.8,Monster,Oyun,NVIDIA GeForce RTX 5060 115W,Intel Core i7-13620H,64.0,False,17.3,1920,1080,144.0,70235.76,,,18049.0,,18049.0,24148.0
342,Lenovo LOQ 15IAX9 83GS007XTR13,Lenovo,Oyun,NVIDIA GeForce RTX 4060 105W,Intel Core i5-12450HX,64.0,False,15.6,1920,1080,144.0,51899.0,,,17452.0,,17452.0,18228.0
343,MSI Prestige 16 AI Studio B1VEG-023TR,MSI,İş/Mobil,NVIDIA GeForce RTX 4050 55W,Intel Core Ultra 7 155H,32.0,False,16.0,2560,1600,60.0,80599.0,,,14411.0,,14411.0,24826.0
344,Casper Excalibur G880.1362-EF60X-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core i7-13620H,64.0,False,15.6,1920,1080,165.0,66929.03,,20706.0,,,20706.0,24148.0
345,Lenovo Thinkpad E16 G2 21MA003MTXP24,Lenovo,İş/Mobil,Intel Graphics,Intel Core Ultra 5 125U,64.0,False,16.0,1920,1200,60.0,58740.21,,2161.5,,,2161.5,17366.0
346,Lenovo LOQ 15IRX9 83DV00AFTR BT11,Lenovo,Oyun,NVIDIA GeForce RTX 3050 95W,Intel Core i7-13650HX,64.0,False,15.6,1920,1080,144.0,70305.23,,,10171.0,,10171.0,30673.0
347,HP Victus Gaming 16-s0018nt (7Z4M8EA)(64GB/2TBSSD/W11P),HP,Oyun,NVIDIA GeForce RTX 4060,AMD Ryzen 5 7640HS,64.0,False,16.1,1920,1080,144.0,60447.83,,19544.0,,,19544.0,22926.0
348,HP Victus Gaming 16-s0018nt (7Z4M8EA)(64GB/2TBSSD/W11H),HP,Oyun,NVIDIA GeForce RTX 4060,AMD Ryzen 5 7640HS,64.0,False,16.1,1920,1080,144.0,58293.37,,19544.0,,,19544.0,22926.0
349,Dell G16 7630 G76302401024U02,Dell,Oyun,NVIDIA GeForce RTX 4070,Intel Core i9-13900HX,16.0,False,16.0,2560,1600,60.0,95685.0,,26926.0,,,26926.0,42986.0
350,HP Victus Gaming 16-s0003nt (7Z4M2EA),HP,Oyun,NVIDIA GeForce RTX 4070,AMD Ryzen 7 7840HS,16.0,False,16.1,1920,1080,144.0,52559.04,,26926.0,,,26926.0,28608.0
351,HP Victus Gaming 16-s0003nt (7Z4P9EA),HP,Oyun,NVIDIA GeForce RTX 4070,AMD Ryzen 7 7840HS,16.0,False,16.1,1920,1080,144.0,50825.0,,26926.0,,,26926.0,28608.0
352,Lenovo ThinkPad P16S G3 21KTS39RTX 025,Lenovo,İş/Mobil,NVIDIA RTX A500,Intel Core Ultra 7 155H,64.0,False,16.0,1920,1200,60.0,95126.4,,,,,,24826.0
353,Dell G15 Gaming 5530 G155530013WP09,Dell,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-13650HX,64.0,False,15.6,1920,1080,60.0,81329.72,,19544.0,,,19544.0,30673.0
354,Dell G15 Gaming 5530 G155530013WH09,Dell,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-13650HX,64.0,False,15.6,1920,1080,60.0,78796.16,,19544.0,,,19544.0,30673.0
355,MSI Crosshair 17 HX AI D2XWGKG-018XTR,MSI,Oyun,NVIDIA GeForce RTX 5070 115W,Intel Core Ultra 7 255HX,32.0,False,17.0,2560,1600,240.0,88349.06,,,21966.5,,21966.5,49467.0
356,Lenovo ThinkBook 14 G6 IRL 21KG004NTRF24,Lenovo,İş/Mobil,Intel Iris Xe Graphics,Intel Core i7-13700H,64.0,False,14.0,1920,1200,60.0,48959.04,,2641.0,,,2641.0,26358.0
357,MSI Cyborg 15 A13VE-1478XTRP400,MSI,Oyun,NVIDIA GeForce RTX 4050 45W,Intel Core i5-13420H,32.0,False,15.6,1920,1080,144.0,56485.52,,,14411.0,,14411.0,17402.0
358,Lenovo Yoga Pro 7 83E2002DTR,Lenovo,İş/Mobil,NVIDIA GeForce RTX 4050,Intel Core Ultra 7 155H,16.0,True,14.5,2880,1800,120.0,52725.0,,,14411.0,,14411.0,24826.0
359,HP Victus Gaming 16-s0065nt (8W8A7EA),HP,Oyun,NVIDIA GeForce RTX 4070,AMD Ryzen 7 7840HS,32.0,False,16.1,1920,1080,144.0,59999.0,,26926.0,,,26926.0,28608.0
360,Monster Tulpar T6 V3.4.1,Monster,Oyun,NVIDIA GeForce RTX 5070 115W,Intel Core i7-13700HX,16.0,False,16.0,1920,1200,165.0,78763.03,,,21966.5,,21966.5,32551.0
361,Lenovo LOQ 15IRX9 83LK002VTR006,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,Intel Core i7-13650HX,32.0,False,15.6,1920,1080,144.0,45119.04,,,14411.0,,14411.0,30673.0
362,Lenovo LOQ 15IRX9 83DV00G7TRF06,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,Intel Core i7-13650HX,32.0,False,15.6,1920,1080,144.0,52391.92,,,14411.0,,14411.0,30673.0
363,Asus TUF Gaming A15 (2023) FA507NUR-LP034 Zi735,Asus,Oyun,NVIDIA GeForce RTX 4050 140W,AMD Ryzen 7 7435HS,64.0,False,15.6,1920,1080,144.0,56677.0,,,14411.0,,14411.0,23336.0
364,Asus TUF Gaming A15 (2023) FA507NUR-LP034 Zi723,Asus,Oyun,NVIDIA GeForce RTX 4050 140W,AMD Ryzen 7 7435HS,64.0,False,15.6,1920,1080,144.0,56677.0,,,14411.0,,14411.0,23336.0
365,Lenovo ThinkPad T14 G5 21ML0013TX 010,Lenovo,İş/Mobil,Intel Graphics,Intel Core Ultra 7 155U,64.0,False,14.0,1920,1200,60.0,83762.52,,2161.5,,,2161.5,16331.0
366,Lenovo Thinkpad E16 G2 21MA008XTX 021,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,96.0,False,16.0,1920,1200,60.0,76608.0,,5506.0,,,5506.0,24826.0
367,Lenovo Thinkpad E16 G2 21MA002UTX 022,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,96.0,False,16.0,1920,1200,60.0,68633.44,,5506.0,,,5506.0,24826.0
368,MSI VECTOR GP76 12UH-488XTR,MSI,Oyun,NVIDIA GeForce RTX 3080 165W,Intel Core i7-12700H,32.0,False,17.3,1920,1080,240.0,119291.67,,,17776.5,,17776.5,25565.0
369,"Apple MacBook Pro 16.2"" M3 Max (14CPU/30GPU)",Apple,İş/Mobil,Apple M3 Max (30 Çekirdek GPU),Apple M3 Max (14CPU/30GPU),36.0,False,16.2,3456,2234,120.0,128999.0,,,,,,24031.0
